Source Entity,Target Entity
www.otvfoco.com.br,Engage BDR
www.otvfoco.com.br,Eq Ads
www.otvfoco.com.br,Everest Technologies
www.otvfoco.com.br,Evidon
www.otvfoco.com.br,eXelate
www.otvfoco.com.br,Exponential
www.otvfoco.com.br,ExposeBox
www.otvfoco.com.br,Eye View Digital
www.otvfoco.com.br,Eyeota
www.otvfoco.com.br,eyeReturn
www.otvfoco.com.br,Facebook CDN
www.otvfoco.com.br,Facebook Comments
www.otvfoco.com.br,Facebook Custom Audiences
www.otvfoco.com.br,Facebook Domain Insights
www.otvfoco.com.br,Facebook Exchange FBX
www.otvfoco.com.br,Facebook for Websites
www.otvfoco.com.br,Facebook Like Button
www.otvfoco.com.br,Facebook SDK
www.otvfoco.com.br,Facebook Sharer
www.otvfoco.com.br,Facebook Tag API
www.otvfoco.com.br,Falk Realtime
www.otvfoco.com.br,Fingerprint
www.otvfoco.com.br,FitVids.JS
www.otvfoco.com.br,Flashtalking
www.otvfoco.com.br,Flite
www.otvfoco.com.br,Font Awesome
www.otvfoco.com.br,Forensiq
www.otvfoco.com.br,Fraudlogix
www.otvfoco.com.br,Free Hosted Scripts
www.otvfoco.com.br,FreeWheel
www.otvfoco.com.br,FreeWheel Direct
www.otvfoco.com.br,FreeWheel Reseller
www.otvfoco.com.br,Fyber Reseller
www.otvfoco.com.br,Gemius PL
www.otvfoco.com.br,GeoTrust SSL
www.otvfoco.com.br,GetIntent
www.otvfoco.com.br,Getty Images
www.otvfoco.com.br,Global Site Tag
www.otvfoco.com.br,Google Adsense
www.otvfoco.com.br,Google Adsense Asynchronous
www.otvfoco.com.br,Google AdSense Custom Search Ads
www.otvfoco.com.br,Google AdSense Integrator
www.otvfoco.com.br,Google Analytics
www.otvfoco.com.br,Google Analytics Classic
www.otvfoco.com.br,Google API
www.otvfoco.com.br,Google Custom Search
www.otvfoco.com.br,Google Direct
www.otvfoco.com.br,Google Font API
www.otvfoco.com.br,Google Hosted jQuery
www.otvfoco.com.br,Google Hosted Libraries
www.otvfoco.com.br,Google Hosted SWFObject
www.otvfoco.com.br,Google Inteactive Media Ads
www.otvfoco.com.br,Google JS Api
www.otvfoco.com.br,Google Plus One Button
www.otvfoco.com.br,Google Plus One Platform
www.otvfoco.com.br,Google Publisher Tag
www.otvfoco.com.br,Google Remarketing
www.otvfoco.com.br,Google Reseller
www.otvfoco.com.br,Google Tag Manager
www.otvfoco.com.br,Google Universal Analytics
www.otvfoco.com.br,Google Webmaster
www.otvfoco.com.br,Gravatar Profiles
www.otvfoco.com.br,Grumft
www.otvfoco.com.br,GSAP
www.otvfoco.com.br,GStatic Google Static Content
www.otvfoco.com.br,GumGum
www.otvfoco.com.br,GumGum Direct
www.otvfoco.com.br,GumGum Reseller
www.otvfoco.com.br,Histats
www.otvfoco.com.br,IgnitionOne
www.otvfoco.com.br,imagesLoaded
www.otvfoco.com.br,Imgur
www.otvfoco.com.br,Imonomy
www.otvfoco.com.br,Improve Digital
www.otvfoco.com.br,Index Exchange
www.otvfoco.com.br,IndexExchange Direct
www.otvfoco.com.br,IndexExchange Reseller
www.otvfoco.com.br,Infolinks
www.otvfoco.com.br,InsightExpress
www.otvfoco.com.br,Insticator Direct
www.otvfoco.com.br,Integral Ad Science
www.otvfoco.com.br,Intimate Merger
www.otvfoco.com.br,Invite Media
www.otvfoco.com.br,IPhone / Mobile Compatible
www.otvfoco.com.br,Ipify
www.otvfoco.com.br,IponWeb BidSwitch
www.otvfoco.com.br,IPv6
www.otvfoco.com.br,Japanese Yen
www.otvfoco.com.br,JCarousel
www.otvfoco.com.br,Jetpack
www.otvfoco.com.br,jPlayer
www.otvfoco.com.br,jQuery
www.otvfoco.com.br,jQuery 1.4.2
www.otvfoco.com.br,jQuery 1.7.2
www.otvfoco.com.br,jQuery 1.8.2
www.otvfoco.com.br,jQuery 2.1.4
www.otvfoco.com.br,jQuery CDN
www.otvfoco.com.br,jQuery Easing
www.otvfoco.com.br,jQuery Masonry
www.otvfoco.com.br,jQuery NoConflict
www.otvfoco.com.br,JSON
www.otvfoco.com.br,JW Player
www.otvfoco.com.br,JW Player Platform
www.otvfoco.com.br,Kargo Direct
www.otvfoco.com.br,Korrelate
www.otvfoco.com.br,Krux Digital
www.otvfoco.com.br,Lightbox
www.otvfoco.com.br,Lijit Direct
www.otvfoco.com.br,Lijit Widget
www.otvfoco.com.br,LikeBtn
www.otvfoco.com.br,Limelight Networks
www.otvfoco.com.br,Link Share
www.otvfoco.com.br,LiveIntent Direct
www.otvfoco.com.br,LiveRail
www.otvfoco.com.br,LiveRamp
www.otvfoco.com.br,LKQD Reseller
www.otvfoco.com.br,Lotame Crowd Control
www.otvfoco.com.br,Magnetic
www.otvfoco.com.br,Magnific Popup
www.otvfoco.com.br,ManyChat
www.otvfoco.com.br,Max Width
www.otvfoco.com.br,MBR Targeting
www.otvfoco.com.br,Media Desk
www.otvfoco.com.br,Media Innovation Group
www.otvfoco.com.br,Media.net
www.otvfoco.com.br,Media.net Direct
www.otvfoco.com.br,mediaFORGE
www.otvfoco.com.br,MediaMath
www.otvfoco.com.br,MediaMind
www.otvfoco.com.br,Mediaplex
www.otvfoco.com.br,MemeVideo Direct
www.otvfoco.com.br,Microsoft Azure Blob Storage
www.otvfoco.com.br,Min Width
www.otvfoco.com.br,MLN Advertising
www.otvfoco.com.br,Moat
www.otvfoco.com.br,Mobfox Reseller
www.otvfoco.com.br,Mobile Non Scaleable Content
www.otvfoco.com.br,MyBuys
www.otvfoco.com.br,Narrative
www.otvfoco.com.br,Nativo Direct
www.otvfoco.com.br,Navegg
www.otvfoco.com.br,Netmining
www.otvfoco.com.br,NetSeer
www.otvfoco.com.br,Neustar AdAdvisor
www.otvfoco.com.br,Nexage
www.otvfoco.com.br,nginx
www.otvfoco.com.br,nginx 1.4
www.otvfoco.com.br,Nielsen
www.otvfoco.com.br,Nuviad
www.otvfoco.com.br,OneSignal
www.otvfoco.com.br,Openads/OpenX
www.otvfoco.com.br,OpenX Direct
www.otvfoco.com.br,OpenX Reseller
www.otvfoco.com.br,ORC International Reseller
www.otvfoco.com.br,Orientation
www.otvfoco.com.br,otvfoco.com.br
www.otvfoco.com.br,Outbrain
www.otvfoco.com.br,Outbrain Direct
www.otvfoco.com.br,Outbrain Reseller
www.otvfoco.com.br,Outbrain Smartfeed
www.otvfoco.com.br,Outbrain Sponsored Content
www.otvfoco.com.br,OwnerIQ
www.otvfoco.com.br,Pingback Support
www.otvfoco.com.br,Pinterest
www.otvfoco.com.br,Pixalate
www.otvfoco.com.br,PlayBuzz
www.otvfoco.com.br,PollDaddy
www.otvfoco.com.br,Polymorph
www.otvfoco.com.br,Polymorph Direct
www.otvfoco.com.br,Portal
www.otvfoco.com.br,Portuguese
www.otvfoco.com.br,Pound Sterling
www.otvfoco.com.br,Prebid
www.otvfoco.com.br,Pubmatic
www.otvfoco.com.br,PubMatic Direct
www.otvfoco.com.br,PubMatic Reseller
www.otvfoco.com.br,PushCrew
www.otvfoco.com.br,Quantcast Measurement
www.otvfoco.com.br,Rackspace CDN
www.otvfoco.com.br,RadiumOne
www.otvfoco.com.br,RapidSSL
www.otvfoco.com.br,Rapleaf
www.otvfoco.com.br,RealVu
www.otvfoco.com.br,Resolution
www.otvfoco.com.br,Resonate Insights
www.otvfoco.com.br,RhythmOne
www.otvfoco.com.br,RhythmOne Direct
www.otvfoco.com.br,RhythmOne Reseller
www.otvfoco.com.br,Rich Audience Direct
www.otvfoco.com.br,Right Media
www.otvfoco.com.br,Rocket Fuel
www.otvfoco.com.br,RSS
www.otvfoco.com.br,Rubicon Project
www.otvfoco.com.br,RubiconProject Direct
www.otvfoco.com.br,RubiconProject Reseller
www.otvfoco.com.br,RUN Ads
www.otvfoco.com.br,seedtag
www.otvfoco.com.br,Seedtag Direct
www.otvfoco.com.br,Sekindo
www.otvfoco.com.br,Semasio
www.otvfoco.com.br,Signal
www.otvfoco.com.br,Simpli.fi
www.otvfoco.com.br,Sitelinks Search Box
www.otvfoco.com.br,SiteScout
www.otvfoco.com.br,SkimLinks
www.otvfoco.com.br,Smaato Reseller
www.otvfoco.com.br,SmartAdServer Direct
www.otvfoco.com.br,SmartAdServer Reseller
www.otvfoco.com.br,Smartclip
www.otvfoco.com.br,Smartclip Direct
www.otvfoco.com.br,SockJS
www.otvfoco.com.br,Sojern
www.otvfoco.com.br,Sonobi
www.otvfoco.com.br,Sonobi Reseller
www.otvfoco.com.br,Sovrn Direct
www.otvfoco.com.br,Sovrn Reseller
www.otvfoco.com.br,Specific Media
www.otvfoco.com.br,SPF
www.otvfoco.com.br,Spongecell
www.otvfoco.com.br,SpotXchange
www.otvfoco.com.br,SpotXChange Direct
www.otvfoco.com.br,SpotXChange Reseller
www.otvfoco.com.br,SpringServe
www.otvfoco.com.br,SpringServe Reseller
www.otvfoco.com.br,Squarespace
www.otvfoco.com.br,SSL by Default
www.otvfoco.com.br,StickyAds TV
www.otvfoco.com.br,SWFObject
www.otvfoco.com.br,Switch Ads
www.otvfoco.com.br,Taboola
www.otvfoco.com.br,Taboola Direct
www.otvfoco.com.br,Taboola Reseller
www.otvfoco.com.br,Tail Target
www.otvfoco.com.br,TailTarget
www.otvfoco.com.br,Tapad
www.otvfoco.com.br,TargetSpot Direct
www.otvfoco.com.br,Teads
www.otvfoco.com.br,Teads Reseller
www.otvfoco.com.br,Telaria Direct
www.otvfoco.com.br,The Trade Desk
www.otvfoco.com.br,TidalTV
www.otvfoco.com.br,TIM Media Direct
www.otvfoco.com.br,Tremor Video
www.otvfoco.com.br,Tremor Video Direct
www.otvfoco.com.br,Tremor Video Reseller
www.otvfoco.com.br,Tribal Fusion
www.otvfoco.com.br,Triple Lift Direct
www.otvfoco.com.br,TripleLift
www.otvfoco.com.br,TRUSTe
www.otvfoco.com.br,Tube Mogul
www.otvfoco.com.br,Turn
www.otvfoco.com.br,TweenMax
www.otvfoco.com.br,Twemoji
www.otvfoco.com.br,Twitter Ads
www.otvfoco.com.br,Twitter Analytics
www.otvfoco.com.br,Twitter CDN
www.otvfoco.com.br,Twitter Platform
www.otvfoco.com.br,Twitter Timeline
www.otvfoco.com.br,Twitter Tweet Button
www.otvfoco.com.br,Ubuntu
www.otvfoco.com.br,Undertone Direct
www.otvfoco.com.br,Upfront Digital Media
www.otvfoco.com.br,Vicomi
www.otvfoco.com.br,VideoJS
www.otvfoco.com.br,Videology
www.otvfoco.com.br,Videology Group Direct
www.otvfoco.com.br,Vidible
www.otvfoco.com.br,Viewport Meta
www.otvfoco.com.br,Vimeo
www.otvfoco.com.br,VINDICO
www.otvfoco.com.br,Virool
www.otvfoco.com.br,Visible Measures
www.otvfoco.com.br,Visual IQ
www.otvfoco.com.br,VoiceFive
www.otvfoco.com.br,W3 Total Cache
www.otvfoco.com.br,Walmart
www.otvfoco.com.br,Webpack
www.otvfoco.com.br,WebSpectator
www.otvfoco.com.br,whos.amung.us
www.otvfoco.com.br,WordPress
www.otvfoco.com.br,WordPress 4.0
www.otvfoco.com.br,Wordpress 4.1
www.otvfoco.com.br,Wordpress 4.2
www.otvfoco.com.br,Wordpress 4.3
www.otvfoco.com.br,Wordpress 4.6
www.otvfoco.com.br,Wordpress 4.7
www.otvfoco.com.br,Wordpress 4.8
www.otvfoco.com.br,Wordpress 4.9
www.otvfoco.com.br,Wordpress Daily Activity
www.otvfoco.com.br,WordPress Grid
www.otvfoco.com.br,Wordpress Plugins
www.otvfoco.com.br,WP Missed Schedule
www.otvfoco.com.br,WP Rocket
www.otvfoco.com.br,X Plus One
www.otvfoco.com.br,Yahoo Ad Sync
www.otvfoco.com.br,Yahoo Image CDN
www.otvfoco.com.br,Yahoo Small Business
www.otvfoco.com.br,Yahoo User Interface
www.otvfoco.com.br,Yield Manager
www.otvfoco.com.br,Yieldmo
www.otvfoco.com.br,Yieldmo Direct
www.otvfoco.com.br,Yoast Plugins
www.otvfoco.com.br,Yoast SEO Premium
www.otvfoco.com.br,Yoast WordPress SEO Plugin
www.otvfoco.com.br,YouTube
www.otvfoco.com.br,YouTube IFrame Upload
www.otvfoco.com.br,YuMe Reseller
www.otvfoco.com.br,Zenovia
www.otvfoco.com.br,Zoho Mail
